ID,AgeGroup,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive_Fraction,SS_Fraction,Alcohol,Caffeine,Cannabis,Cocaine
249,45 - 54,Female,Doctorate degree,UK,White,16,41,44,55,53,16.29,7,Used,Used, Never Used, Never Used
250,45 - 54,Female,Professional certificate/ diploma,UK,White,47,42,45,49,49,16.29,11.83,Used, Never Used, Never Used, Never Used
251,45 - 54,Male,University degree,UK,White,31,41,44,40,51,13.63,8.97,Used,Used, Never Used, Never Used
252,35 - 44,Female,University degree,UK,White,42,33,41,42,47,14.64,4.62,Used,Used, Never Used, Never Used
253,18 - 24,Female,Masters degree,UK,White,23,46,42,56,54,16.29,11.83,Used,Used,Used, Never Used
254,45 - 54,Female,Doctorate degree,UK,White,28,41,48,43,48,14.64,3.77,Used,Used,Used,Used
255,25 - 34,Male,Professional certificate/ diploma,UK,White,49,35,41,37,40,14.64,8.97,Used,Used,Used, Never Used
256,35 - 44,Female,Masters degree,UK,White,25,51,53,51,47,13.63,13.21,Used,Used,Used, Never Used
257,18 - 24,Female,Some college or university,UK,White,31,44,44,48,48,16.29,11.83,Used,Used,Used, Never Used
258,35 - 44,Male,Doctorate degree,UK,White,36,40,52,25,40,16.29,11.62,Used,Used,Used,Used
259,65+,Male,Doctorate degree,UK,White,41,39,43,33,53,16.29,4.62,Used,Used, Never Used, Never Used
260,65+,Male,Professional certificate/ diploma,UK,White,26,38,48,46,47,18.83,11.19,Used,Used, Never Used, Never Used
261,45 - 54,Female,Professional certificate/ diploma,UK,White,31,46,58,37,42,5.52,11.14,Used,Used,Used, Never Used
262,55 - 64,Male,University degree,UK,White,29,37,51,43,41,5.52,11.62,Used, Never Used,Used, Never Used
263,45 - 54,Male,Masters degree,UK,Asian,27,45,44,49,44,14.64,4.62,Used,Used, Never Used, Never Used
264,55 - 64,Female,Left school before 16 years,UK,White,26,40,46,53,49,16.29,4.62,Used, Never Used, Never Used, Never Used
265,18 - 24,Female,University degree,UK,White,31,41,46,47,46,14.64,7,Used,Used,Used, Never Used
266,35 - 44,Female,University degree,UK,Black,33,40,43,43,42,16.29,3.77,Used,Used, Never Used, Never Used
267,55 - 64,Male,University degree,UK,White,25,39,45,45,47,18.83,11.62,Used,Used,Used, Never Used
268,35 - 44,Male,Professional certificate/ diploma,UK,Black,27,49,37,40,42,18.83,11.62,Used,Used, Never Used, Never Used
269,45 - 54,Female,Masters degree,UK,White,26,51,50,46,54,18.83,11.19,Used,Used,Used, Never Used
270,35 - 44,Female,Masters degree,UK,Black,27,41,40,38,43,14.64,3.77,Used,Used, Never Used, Never Used
271,45 - 54,Female,Masters degree,UK,White,17,53,56,48,47,10.34,13.21,Used,Used,Used, Never Used
272,45 - 54,Female,Masters degree,UK,White,43,35,49,45,31,16.29,11.19,Used,Used,Used, Never Used
273,55 - 64,Male,Doctorate degree,UK,White,26,40,46,45,42,11.46,8.97,Used,Used, Never Used, Never Used
274,25 - 34,Female,University degree,UK,White,38,41,38,45,44,16.29,11.83,Used,Used,Used,Used
275,35 - 44,Male,Masters degree,UK,White,38,46,47,37,46,18.83,11.19,Used,Used,Used,Used
276,35 - 44,Female,Masters degree,UK,White,40,37,47,46,52,14.64,11.83,Used,Used,Used,Used
277,55 - 64,Male,Doctorate degree,UK,White,27,43,42,41,38,18.83,11.19,Used,Used, Never Used, Never Used
278,25 - 34,Male,Some college or university,UK,White,26,49,53,48,41,11.46,11.62,Used,Used,Used,Used
279,45 - 54,Female,University degree,UK,White,33,37,44,48,42,16.29,11.19,Used,Used, Never Used, Never Used
280,45 - 54,Male,Masters degree,UK,White,24,45,48,46,45,13.63,11.19,Used,Used,Used, Never Used
281,55 - 64,Male,Masters degree,UK,White,35,41,51,43,35,16.29,8.97,Used,Used, Never Used, Never Used
282,45 - 54,Female,Some college or university,UK,White,36,38,30,42,41,16.29,8.97,Used,Used, Never Used, Never Used
283,45 - 54,Female,Masters degree,UK,White,35,40,47,49,48,13.63,13.21,Used,Used,Used,Used
284,45 - 54,Male,University degree,UK,White,27,50,47,41,47,13.63,13.21,Used,Used, Never Used, Never Used
285,35 - 44,Male,Professional certificate/ diploma,Other,White,25,34,51,40,44,7.85,11.83,Used,Used,Used,Used
286,35 - 44,Male,University degree,UK,White,27,48,41,41,44,14.64,11.83,Used,Used, Never Used, Never Used
287,45 - 54,Female,University degree,UK,White,38,30,45,34,41,14.64,3.77,Used,Used, Never Used, Never Used
288,45 - 54,Male,Masters degree,UK,White,39,42,43,46,35,18.83,11.83,Used,Used,Used, Never Used
289,25 - 34,Male,Some college or university,UK,White,42,42,41,41,42,18.83,4.62,Used,Used, Never Used, Never Used
290,25 - 34,Female,Masters degree,UK,White,19,44,41,53,49,14.64,7,Used,Used,Used, Never Used
291,35 - 44,Female,Professional certificate/ diploma,UK,Black,27,46,40,52,48,14.64,4.62, Never Used,Used, Never Used, Never Used
292,35 - 44,Female,Some college or university,UK,White,42,32,49,38,39,14.64,11.19,Used,Used,Used, Never Used
293,45 - 54,Female,Professional certificate/ diploma,UK,White,35,39,42,39,45,16.29,11.19,Used,Used, Never Used, Never Used
295,25 - 34,Female,Professional certificate/ diploma,UK,White,47,40,45,38,39,13.63,11.83,Used,Used,Used, Never Used
296,18 - 24,Female,Left school at 17 years,UK,White,32,43,45,39,41,16.29,8.97,Used,Used, Never Used, Never Used
297,35 - 44,Male,Professional certificate/ diploma,UK,White,49,37,47,43,42,16.29,11.19,Used,Used,Used, Never Used
298,65+,Female,Left school at 16 years,UK,White,44,34,47,42,49,18.83,11.19, Never Used,Used, Never Used, Never Used
300,35 - 44,Female,University degree,UK,White,37,38,36,53,45,18.83,4.62,Used,Used, Never Used, Never Used
301,35 - 44,Female,Professional certificate/ diploma,USA,White,44,33,45,46,46,16.29,8.97,Used,Used, Never Used, Never Used
302,25 - 34,Female,Some college or university,USA,White,33,37,35,44,46,14.64,4.62,Used,Used, Never Used, Never Used
303,35 - 44,Female,Doctorate degree,UK,White,41,37,41,47,48,16.29,8.97,Used,Used, Never Used, Never Used
304,55 - 64,Female,Professional certificate/ diploma,UK,White,34,44,46,38,39,18.83,11.62,Used,Used,Used, Never Used
305,45 - 54,Female,University degree,UK,White,32,40,37,42,48,18.83,7,Used,Used, Never Used, Never Used
306,45 - 54,Female,University degree,UK,White,26,22,37,53,43,16.29,4.62,Used,Used, Never Used,Used
307,35 - 44,Male,Masters degree,UK,White,38,31,40,36,47,14.64,8.97,Used,Used,Used, Never Used
308,45 - 54,Male,Masters degree,UK,White,31,36,41,50,47,16.29,11.19,Used,Used,Used, Never Used
309,35 - 44,Female,Left school at 18 years,UK,White,21,45,45,43,52,13.63,11.62,Used,Used, Never Used, Never Used
310,35 - 44,Male,Masters degree,UK,White,28,41,45,47,45,14.64,3.77,Used,Used, Never Used, Never Used
311,45 - 54,Female,University degree,UK,White,24,39,40,44,46,14.64,4.62,Used,Used, Never Used, Never Used
312,18 - 24,Female,Left school at 16 years,UK,White,47,36,32,41,41,5.52,11.19,Used,Used,Used,Used
313,45 - 54,Female,Masters degree,UK,White,32,40,43,45,43,14.64,11.19,Used,Used, Never Used, Never Used
314,25 - 34,Female,Masters degree,UK,White,36,51,48,47,50,13.63,11.19,Used,Used, Never Used,Used
315,18 - 24,Female,Left school at 18 years,Ireland,White,30,41,41,44,41,16.29,7,Used,Used, Never Used, Never Used
316,45 - 54,Female,Doctorate degree,UK,White,28,45,50,43,45,16.29,11.19,Used,Used, Never Used, Never Used
317,55 - 64,Female,University degree,UK,White,31,45,53,40,36,5.52,13.21,Used,Used,Used,Used
318,35 - 44,Male,University degree,UK,Black,28,52,39,43,49,16.29,11.19,Used,Used,Used, Never Used
319,25 - 34,Female,Professional certificate/ diploma,UK,White,36,40,41,45,48,14.64,7,Used,Used, Never Used, Never Used
320,45 - 54,Female,Left school at 16 years,UK,Other,39,38,37,42,46,10.34,13.21,Used, Never Used, Never Used, Never Used
321,45 - 54,Female,University degree,UK,White,43,38,42,36,41,14.64,7,Used,Used,Used, Never Used
322,35 - 44,Female,Some college or university,UK,White,41,38,39,54,52,14.64,3.77,Used,Used, Never Used, Never Used
323,18 - 24,Female,University degree,UK,White,28,43,49,49,43,18.83,13.21,Used,Used,Used, Never Used
324,45 - 54,Male,Left school at 17 years,UK,White,45,32,34,45,36,16.29,11.62,Used,Used,Used,Used
325,25 - 34,Female,Doctorate degree,UK,White,38,40,55,37,48,13.63,11.19,Used,Used,Used, Never Used
326,35 - 44,Female,Professional certificate/ diploma,UK,White,28,48,45,49,55,13.63,11.19,Used,Used, Never Used, Never Used
327,35 - 44,Male,Left school at 18 years,UK,White,30,28,32,49,45,11.46,11.62,Used,Used,Used, Never Used
328,45 - 54,Male,Masters degree,UK,White,20,50,46,53,50,14.64,8.97,Used,Used, Never Used, Never Used
329,25 - 34,Female,Professional certificate/ diploma,UK,White,38,38,37,50,38,14.64,3.77,Used,Used,Used, Never Used
330,45 - 54,Male,Professional certificate/ diploma,UK,White,32,43,39,46,41,11.46,11.83,Used,Used,Used, Never Used
331,45 - 54,Female,Professional certificate/ diploma,UK,White,26,43,41,48,47,18.83,11.83,Used,Used, Never Used, Never Used
332,35 - 44,Male,Left school before 16 years,UK,White,33,37,39,40,46,14.64,8.97,Used,Used,Used,Used
333,55 - 64,Female,Left school at 18 years,Canada ,White,31,37,35,49,47,14.64,4.62, Never Used,Used, Never Used, Never Used
334,18 - 24,Female,Some college or university,UK,White,59,26,40,46,28,13.63,11.19,Used,Used,Used,Used
335,65+,Male,Some college or university,Canada ,White,24,37,39,44,43,7.85,11.83,Used,Used, Never Used, Never Used
336,65+,Female,Left school at 16 years,Canada ,White,34,39,36,34,42,18.83,11.19,Used,Used, Never Used, Never Used
337,25 - 34,Female,Masters degree,UK,White,40,36,50,46,34,5.52,11.19,Used,Used,Used, Never Used
338,45 - 54,Female,Masters degree,UK,Black,42,41,45,43,50,18.83,8.97,Used, Never Used, Never Used, Never Used
339,45 - 54,Female,Professional certificate/ diploma,Canada ,White,30,42,53,31,45,5.52,13.21,Used,Used,Used,Used
340,35 - 44,Male,Doctorate degree,UK,White,20,48,48,48,51,18.83,13.21,Used, Never Used, Never Used, Never Used
341,45 - 54,Female,Professional certificate/ diploma,UK,White,34,38,42,49,47,14.64,11.83,Used,Used, Never Used, Never Used
342,35 - 44,Female,Masters degree,UK,White,31,47,52,45,45,1.06,11.83,Used,Used,Used,Used
343,55 - 64,Female,Professional certificate/ diploma,UK,White,21,46,44,49,53,1.06,4.62,Used,Used, Never Used, Never Used
344,55 - 64,Female,Professional certificate/ diploma,UK,White,42,40,46,42,46,13.63,11.19,Used,Used, Never Used, Never Used
345,18 - 24,Female,Left school before 16 years,UK,White,38,39,46,42,39,10.34,8.97,Used,Used,Used,Used
346,35 - 44,Female,Masters degree,UK,White,20,41,55,54,49,16.29,8.97,Used,Used,Used,Used
347,35 - 44,Female,University degree,UK,White,36,43,45,49,44,13.63,11.83,Used,Used,Used,Used
348,45 - 54,Female,University degree,UK,White,34,51,56,57,44,5.52,11.14,Used,Used,Used, Never Used
349,45 - 54,Male,Masters degree,UK,White,27,45,46,43,45,14.64,4.62,Used,Used,Used,Used
350,45 - 54,Male,Professional certificate/ diploma,UK,Black,30,42,43,42,44,18.83,7,Used,Used, Never Used, Never Used
351,45 - 54,Male,University degree,UK,White,41,35,42,44,41,18.83,13.21,Used,Used,Used,Used
352,35 - 44,Female,Some college or university,UK,White,46,36,52,51,37,10.34,11.83,Used,Used,Used,Used
353,35 - 44,Male,Professional certificate/ diploma,UK,White,40,41,46,40,38,18.83,13.21,Used,Used,Used,Used
354,45 - 54,Male,University degree,UK,White,34,35,49,48,31,13.63,11.83,Used,Used,Used,Used
355,25 - 34,Male,Left school at 16 years,UK,White,31,40,45,39,45,11.46,8.97,Used,Used,Used,Used
356,35 - 44,Male,Professional certificate/ diploma,UK,White,38,39,46,45,40,16.29,13.21,Used,Used,Used,Used
357,25 - 34,Male,Left school before 16 years,UK,White,42,40,54,54,48,5.52,5.46,Used,Used,Used,Used
358,45 - 54,Male,University degree,UK,White,25,39,37,52,45,16.29,11.62,Used,Used,Used, Never Used
359,35 - 44,Male,Left school at 16 years,UK,White,57,31,39,31,29,5.52,5.46,Used,Used,Used,Used
360,35 - 44,Male,Some college or university,UK,White,40,34,52,44,39,11.46,11.83,Used,Used,Used,Used
361,25 - 34,Female,Some college or university,UK,White,30,50,50,44,45,7.85,5.46,Used,Used,Used,Used
362,45 - 54,Female,University degree,UK,White,41,45,46,44,41,18.83,11.62,Used,Used,Used,Used
363,35 - 44,Female,Professional certificate/ diploma,UK,White,42,44,53,49,50,10.34,13.21,Used,Used,Used,Used
364,45 - 54,Male,University degree,UK,White,40,42,45,47,45,16.29,11.19,Used,Used,Used,Used
365,45 - 54,Female,Professional certificate/ diploma,UK,White,48,39,37,48,45,14.64,3.77,Used,Used, Never Used, Never Used
366,35 - 44,Female,Doctorate degree,UK,White,40,39,47,43,38,18.83,11.83,Used,Used,Used, Never Used
367,45 - 54,Male,Professional certificate/ diploma,UK,Asian,34,40,42,40,32,14.64,4.62,Used,Used,Used, Never Used
368,35 - 44,Female,University degree,UK,Asian,26,43,45,42,46,14.64,7, Never Used,Used, Never Used, Never Used
369,45 - 54,Female,University degree,UK,White,25,43,48,46,44,13.63,11.83,Used,Used,Used, Never Used
370,25 - 34,Male,Professional certificate/ diploma,UK,White,35,33,34,44,47,18.83,8.97,Used,Used,Used,Used
371,25 - 34,Female,University degree,UK,White,48,42,48,48,37,13.63,11.83,Used,Used,Used,Used
372,18 - 24,Male,Left school at 18 years,Canada ,White,38,42,47,37,40,16.29,11.62,Used,Used,Used, Never Used
373,35 - 44,Female,University degree,UK,White,46,54,56,34,45,7.85,5.46,Used,Used,Used,Used
374,18 - 24,Female,Some college or university,UK,White,45,46,38,47,44,18.83,13.21,Used,Used,Used,Used
375,45 - 54,Male,University degree,UK,White,32,27,51,37,43,18.83,11.19,Used,Used,Used,Used
376,55 - 64,Female,Masters degree,UK,White,33,48,52,53,49,16.29,7,Used,Used, Never Used, Never Used
377,65+,Male,Professional certificate/ diploma,UK,White,37,41,48,34,51,14.64,8.97,Used,Used, Never Used, Never Used
378,45 - 54,Female,Masters degree,UK,White,27,40,41,44,48,16.29,13.21,Used,Used,Used,Used
379,25 - 34,Female,University degree,UK,White,31,36,34,46,38,16.29,7,Used,Used,Used, Never Used
380,25 - 34,Male,Masters degree,Other,White,44,33,50,47,47,11.46,11.83, Never Used,Used, Never Used, Never Used
381,45 - 54,Female,Professional certificate/ diploma,UK,White,44,37,51,43,44,18.83,11.83,Used,Used,Used, Never Used
382,35 - 44,Male,University degree,UK,White,31,47,44,39,43,13.63,11.19,Used,Used,Used,Used
383,35 - 44,Male,Left school at 16 years,Other,White,32,36,38,37,36,7.85,11.19,Used,Used,Used,Used
384,35 - 44,Female,Masters degree,Other,White,28,41,45,41,47,13.63,13.21,Used,Used,Used, Never Used
385,45 - 54,Female,University degree,UK,White,37,38,43,50,47,1.06,11.19,Used,Used, Never Used, Never Used
386,45 - 54,Female,University degree,UK,Black,33,41,39,48,46,13.63,4.62,Used, Never Used, Never Used, Never Used
387,25 - 34,Male,Professional certificate/ diploma,UK,White,30,37,29,44,39,16.29,11.83,Used,Used,Used,Used
388,45 - 54,Male,Left school at 18 years,UK,White,19,43,38,53,46,16.29,11.19,Used,Used, Never Used, Never Used
389,25 - 34,Male,University degree,UK,Black,24,42,42,34,54,16.29,11.62, Never Used, Never Used, Never Used, Never Used
390,35 - 44,Male,Professional certificate/ diploma,UK,White,37,38,47,42,40,18.83,8.97,Used,Used,Used, Never Used
391,25 - 34,Male,Doctorate degree,UK,White,30,42,45,44,46,14.64,4.62,Used,Used,Used, Never Used
392,35 - 44,Female,Some college or university,UK,White,29,37,48,44,42,13.63,8.97,Used,Used,Used,Used
393,25 - 34,Female,University degree,UK,White,42,40,47,45,43,16.29,11.19,Used,Used,Used, Never Used
394,35 - 44,Female,Left school at 17 years,UK,White,31,42,42,43,49,16.29,7,Used,Used, Never Used, Never Used
395,25 - 34,Female,Professional certificate/ diploma,UK,White,28,39,30,39,51,14.64,3.77,Used, Never Used, Never Used,Used
396,25 - 34,Male,Professional certificate/ diploma,UK,White,23,44,45,38,53,11.46,13.21,Used,Used,Used,Used
397,35 - 44,Male,University degree,UK,White,38,48,43,33,36,5.52,11.14,Used,Used,Used,Used
398,35 - 44,Female,University degree,UK,White,20,44,39,41,46,18.83,11.19,Used,Used,Used, Never Used
399,45 - 54,Male,Professional certificate/ diploma,UK,White,37,43,40,33,45,7.85,11.14,Used,Used, Never Used, Never Used
400,25 - 34,Female,Masters degree,UK,White,28,42,48,34,48,10.34,11.19,Used,Used,Used, Never Used
401,45 - 54,Male,Masters degree,UK,White,27,48,55,49,46,16.29,7,Used,Used,Used,Used
402,25 - 34,Female,Left school at 18 years,UK,White,34,39,32,47,47,16.29,8.97,Used,Used,Used, Never Used
403,45 - 54,Male,Left school at 16 years,UK,White,37,32,43,32,37,5.52,11.14,Used,Used,Used,Used
404,18 - 24,Male,Some college or university,UK,White,27,35,44,39,32,11.46,13.21,Used,Used,Used, Never Used
405,18 - 24,Male,University degree,UK,White,23,44,44,38,39,14.64,11.19,Used,Used,Used, Never Used
406,45 - 54,Male,Left school at 17 years,UK,White,45,39,45,42,44,10.34,11.62,Used,Used,Used,Used
407,18 - 24,Female,Left school before 16 years,UK,White,37,50,57,51,42,7.85,11.19,Used,Used,Used, Never Used
408,45 - 54,Female,University degree,UK,White,53,33,56,43,39,13.63,13.21,Used,Used,Used,Used
409,35 - 44,Male,Left school at 17 years,UK,Other,49,39,44,41,37,18.83,11.62,Used,Used,Used,Used
410,25 - 34,Male,University degree,UK,White,29,41,50,44,40,13.63,4.62,Used,Used,Used,Used
411,35 - 44,Female,Professional certificate/ diploma,USA,White,22,45,51,45,46,18.83,13.21,Used,Used,Used,Used
412,45 - 54,Male,Left school at 18 years,UK,White,46,30,49,49,31,10.34,13.21,Used,Used,Used,Used
413,35 - 44,Female,Some college or university,Other,White,31,29,48,44,29,18.83,8.97,Used,Used,Used,Used
414,25 - 34,Female,University degree,UK,White,37,47,39,46,40,16.29,11.19,Used,Used,Used,Used
415,35 - 44,Male,Some college or university,UK,White,36,39,51,44,39,18.83,11.83,Used,Used,Used,Used
416,35 - 44,Female,Some college or university,UK,White,20,42,38,42,37,13.63,11.83,Used,Used,Used, Never Used
417,18 - 24,Male,Left school at 18 years,UK,White,30,32,42,29,56,18.83,11.19,Used,Used,Used,Used
418,18 - 24,Male,Some college or university,UK,White,35,35,48,28,32,13.63,11.19,Used,Used,Used,Used
419,25 - 34,Male,Some college or university,UK,White,28,46,47,36,37,7.85,5.46,Used,Used,Used,Used
420,25 - 34,Female,Doctorate degree,UK,White,39,40,53,40,45,18.83,11.83,Used,Used,Used, Never Used
421,25 - 34,Male,University degree,UK,White,42,41,45,41,43,13.63,11.19,Used,Used, Never Used, Never Used
422,18 - 24,Male,Left school at 18 years,UK,White,39,45,46,37,49,11.46,11.19,Used,Used,Used, Never Used
423,25 - 34,Male,Some college or university,UK,White,39,27,36,41,39,11.46,8.97,Used,Used,Used, Never Used
424,35 - 44,Male,Professional certificate/ diploma,UK,White,28,39,46,54,37,18.83,7,Used,Used,Used,Used
425,35 - 44,Female,University degree,UK,Mixed-White/Asian,26,45,41,51,48,18.83,8.97,Used,Used, Never Used, Never Used
426,45 - 54,Female,Doctorate degree,USA,White,41,40,56,49,42,7.85,13.21,Used,Used,Used,Used
427,35 - 44,Male,University degree,UK,White,32,38,47,41,29,18.83,8.97,Used,Used,Used,Used
428,45 - 54,Male,Left school at 16 years,UK,White,38,40,44,42,42,11.46,11.83,Used,Used,Used, Never Used
